,County & State,FIPS,2017,2018,2019,2020,2021
2904,"Louisa County,  Virginia",51109,222401,225729,228199,233698,247284
2905,"New Kent County,  Virginia",51127,281302,272063,277061,294453,311572
2906,"Powhatan County,  Virginia",51145,295424,280227,283967,292463,309466
2907,"Prince George County,  Virginia",51149,238245,224881,228303,223432,236422
2908,"Sussex County,  Virginia",51183,161203,128927,132148,131776,139437
2909,"Colonial Heights city,  Virginia",51570,194385,173140,175779,179856,190312
2910,"Hopewell city,  Virginia",51670,142143,129776,125242,128738,136222
2911,"Petersburg city,  Virginia",51730,128480,119703,113210,113235,119818
2912,"Richmond city,  Virginia",51760,217348,247253,267749,261352,276546
2913,"Gloucester County,  Virginia",51073,238546,229755,241324,241438,254558
2914,"Isle of Wight County,  Virginia",51093,258664,255386,277263,280068,295288
2915,"James City County,  Virginia",51095,344285,356168,371023,351345,370438
2916,"Mathews County,  Virginia",51115,267073,232934,237624,237554,250463
2917,"Surry County,  Virginia",51181,179894,177058,201262,207636,218920
2918,"York County,  Virginia",51199,320381,336791,344597,363417,383166
2919,"Chesapeake city,  Virginia",51550,268225,277019,290265,305367,321961
2920,"Hampton city,  Virginia",51650,190097,188746,197034,203123,214161
2921,"Newport News city,  Virginia",51700,203239,197358,216589,195880,206524
2922,"Norfolk city,  Virginia",51710,211931,209558,224622,228841,241277
2923,"Poquoson city,  Virginia",51735,327641,324795,343540,339168,357599
2924,"Portsmouth city,  Virginia",51740,167951,179621,193017,178034,187709
2925,"Suffolk city,  Virginia",51800,242356,258360,280752,276604,291635
2926,"Virginia Beach city,  Virginia",51810,272055,289425,301681,310930,327827
2927,"Williamsburg city,  Virginia",51830,341266,314748,317220,321217,338673
2928,"Scott County,  Virginia",51169,97978,94112,101791,98517,102717
2929,"Washington County,  Virginia",51191,138812,142676,152363,157751,164477
2930,"Bristol city,  Virginia",51520,122073,118654,120985,116080,121028
2931,"Skagit County,  Washington",53057,302731,330923,359395,379591,408769
2932,"Asotin County,  Washington",53003,193434,183758,198936,208681,230286
2933,"Benton County,  Washington",53005,228323,259202,281597,294640,313190
2934,"Franklin County,  Washington",53021,206683,227737,239443,270069,287072
2935,"Adams County,  Washington",53001,165930,163196,164690,165781,180244
2936,"Clallam County,  Washington",53009,249784,278182,300386,299907,326072
2937,"Columbia County,  Washington",53013,185593,175574,182065,192498,209293
2938,"Ferry County,  Washington",53019,199021,180134,183557,181983,197860
2939,"Garfield County,  Washington",53023,168928,156138,148274,160308,174294
2940,"Grant County,  Washington",53025,181754,193164,214897,216641,235542
2941,"Grays Harbor County,  Washington",53027,178466,183717,206049,236707,257358
2942,"Island County,  Washington",53029,348654,395015,418387,411072,446935
2943,"Jefferson County,  Washington",53031,341094,330084,331619,362679,394320
2944,"Kittitas County,  Washington",53037,291219,278726,293138,307847,334705
2945,"Klickitat County,  Washington",53039,240504,238008,251459,280056,304489
2946,"Lewis County,  Washington",53041,192638,214880,262651,265678,288857
2947,"Lincoln County,  Washington",53043,170846,163413,163944,174686,189927
2948,"Mason County,  Washington",53045,244939,224435,246022,272760,296556
2949,"Okanogan County,  Washington",53047,195064,183609,184943,196039,213142
2950,"Pacific County,  Washington",53049,187272,177420,182065,189709,206260
2951,"Pend Oreille County,  Washington",53051,214847,201959,222145,232522,252808
2952,"San Juan County,  Washington",53055,558098,491109,501532,524489,570247
2953,"Stevens County,  Washington",53065,206934,200439,199334,213744,232392
2954,"Wahkiakum County,  Washington",53069,213888,219984,220653,234775,255258
2955,"Walla Walla County,  Washington",53071,230673,213143,223637,241213,262257
2956,"Whitman County,  Washington",53075,217964,216509,221932,233488,253858
2957,"Thurston County,  Washington",53067,279323,312855,336060,358350,392916
2958,"Spokane County,  Washington",53063,220140,245489,267676,285047,314856
2959,"Yakima County,  Washington",53077,177683,194667,201389,229120,244150
2960,"Whatcom County,  Washington",53073,339999,391695,387936,421438,454343
2961,"Cowlitz County,  Washington",53015,220267,230398,265103,301257,328402
2962,"Clark County,  Washington",53011,317642,349636,374709,388589,416716
2963,"Skamania County,  Washington",53059,345518,263926,295169,310766,333261
2964,"King County,  Washington",53033,538562,626308,656455,677274,727104
2965,"Pierce County,  Washington",53053,306836,333601,349724,381401,409462
2966,"Snohomish County,  Washington",53061,416122,453284,470225,497791,534415
2967,"Chelan County,  Washington",53007,282517,319813,339970,363152,391905
2968,"Douglas County,  Washington",53017,259097,252739,266368,286034,308681
2969,"Kitsap County,  Washington",53035,319096,364428,393038,402929,438015
2970,"Pleasants County,  West Virginia",54073,112677,103536,113713,113173,116652
2971,"Wirt County,  West Virginia",54105,89760,80495,91502,101707,104834
2972,"Wood County,  West Virginia",54107,119237,129247,136562,138865,143134
2973,"Mineral County,  West Virginia",54057,121122,125091,141970,153603,156372
2974,"Cabell County,  West Virginia",54011,121209,141652,129230,131146,135173
2975,"Wayne County,  West Virginia",54099,86672,91865,104799,103230,106399
2976,"Boone County,  West Virginia",54005,77302,73085,69435,74336,77394
2977,"Clay County,  West Virginia",54015,79650,80516,81553,83382,86811
2978,"Kanawha County,  West Virginia",54039,109469,113903,118804,111037,115604
2979,"Lincoln County,  West Virginia",54043,82713,83468,81156,87541,91141
2980,"Putnam County,  West Virginia",54079,151744,160320,162709,173937,181091
2981,"Hampshire County,  West Virginia",54027,136735,140712,153244,160351,167055
2982,"Jefferson County,  West Virginia",54037,241415,237359,251083,261850,275838
2983,"Brooke County,  West Virginia",54009,97693,92771,100188,99022,102291
2984,"Hancock County,  West Virginia",54029,97580,91548,100188,98810,102071
2985,"Monongalia County,  West Virginia",54061,199949,222298,214575,224406,229425
2986,"Preston County,  West Virginia",54077,119275,109303,114813,117396,120022
2987,"Marshall County,  West Virginia",54051,105458,103987,103533,113803,115538
2988,"Ohio County,  West Virginia",54069,119839,119617,119669,129004,130972
2989,"Barbour County,  West Virginia",54001,98543,103620,109117,115212,117732
2990,"Braxton County,  West Virginia",54007,84603,93278,96831,90247,92221
2991,"Calhoun County,  West Virginia",54013,75663,81810,76528,87218,89126
2992,"Doddridge County,  West Virginia",54017,97905,108432,121611,122524,125203
2993,"Fayette County,  West Virginia",54019,82049,88466,94228,95365,97451
2994,"Gilmer County,  West Virginia",54021,83751,93790,95061,97455,99586
2995,"Grant County,  West Virginia",54023,132917,148058,142956,146234,149433
2996,"Greenbrier County,  West Virginia",54025,112058,118160,125464,129522,132355
2997,"Hardy County,  West Virginia",54031,126425,124815,131607,143832,146978
2998,"Harrison County,  West Virginia",54033,115031,123279,120674,129417,132248
2999,"Jackson County,  West Virginia",54035,118764,116009,125984,136416,139400
3000,"Lewis County,  West Virginia",54041,101629,100958,109117,108840,111221
3001,"Logan County,  West Virginia",54045,87369,87851,93811,93067,95103
3002,"McDowell County,  West Virginia",54047,37778,35632,35192,36558,37358
3003,"Marion County,  West Virginia",54049,106205,112733,117446,122001,124670
3004,"Mason County,  West Virginia",54053,84709,80172,80588,91501,93502
3005,"Mercer County,  West Virginia",54055,90668,91538,95998,101006,103216
3006,"Mingo County,  West Virginia",54059,77898,72698,78922,81578,83362
3007,"Monroe County,  West Virginia",54063,108121,108227,112553,112705,115170
3008,"Nicholas County,  West Virginia",54067,88433,91026,96935,99335,101508
3009,"Pendleton County,  West Virginia",54071,106951,110480,127338,128268,131074
3010,"Pocahontas County,  West Virginia",54075,122914,120003,129420,127119,129900
3011,"Raleigh County,  West Virginia",54081,107511,103620,109325,108527,110901
3012,"Randolph County,  West Virginia",54083,107696,102186,103286,115212,117732
3013,"Ritchie County,  West Virginia",54085,77791,84063,89334,101006,103216
3014,"Roane County,  West Virginia",54087,94606,94917,97664,103304,105563
3015,"Summers County,  West Virginia",54089,94925,97374,99330,96306,98412
3016,"Taylor County,  West Virginia",54091,94500,102596,107867,111765,114209
3017,"Tucker County,  West Virginia",54093,110675,106794,121924,127015,129793
3018,"Tyler County,  West Virginia",54095,92691,94609,101412,100588,102788
3019,"Upshur County,  West Virginia",54097,115783,114576,117238,124299,127018
3020,"Webster County,  West Virginia",54101,68959,70035,69968,72595,74183
3021,"Wetzel County,  West Virginia",54103,88859,92869,105160,108214,110580
3022,"Wyoming County,  West Virginia",54109,64064,69523,69968,74684,76317
3023,"Berkeley County,  West Virginia",54003,174551,186222,185832,207747,219829
3024,"Morgan County,  West Virginia",54065,178028,182583,188240,192413,203603
3025,"Racine County,  Wisconsin",55101,171719,184505,193955,211985,221219
3026,"Sheboygan County,  Wisconsin",55117,155768,164902,174659,177402,183627
3027,"Marathon County,  Wisconsin",55073,160558,156430,172852,173086,179535
3028,"Adams County,  Wisconsin",55001,143369,134221,131554,136396,143421
3029,"Ashland County,  Wisconsin",55003,118748,112796,115780,117669,123730
3030,"Barron County,  Wisconsin",55005,146093,152810,157949,159389,167598
3031,"Bayfield County,  Wisconsin",55007,175726,171610,174879,177076,186196
3032,"Buffalo County,  Wisconsin",55011,158512,157956,163943,166152,174709
3033,"Burnett County,  Wisconsin",55013,162107,158377,164153,165216,173725
3034,"Clark County,  Wisconsin",55019,123215,123299,127558,132339,139155
3035,"Crawford County,  Wisconsin",55023,134545,133381,137863,139621,146813
3036,"Dodge County,  Wisconsin",55027,163700,172975,182766,180405,189697
3037,"Door County,  Wisconsin",55029,211459,214985,217784,222750,234222
3038,"Dunn County,  Wisconsin",55033,167446,164573,170147,171874,180726
3039,"Florence County,  Wisconsin",55037,153284,139262,137548,134836,141780
3040,"Forest County,  Wisconsin",55041,137814,138002,136917,137645,144734
3041,"Grant County,  Wisconsin",55043,145113,144093,151429,153667,161581
3042,"Green County,  Wisconsin",55045,174526,171820,175510,178325,187509
3043,"Green Lake County,  Wisconsin",55047,152848,146299,149957,152522,160378
3044,"Iron County,  Wisconsin",55051,114063,112586,118935,123807,130184
3045,"Jackson County,  Wisconsin",55053,138358,135901,140072,141390,148672
3046,"Jefferson County,  Wisconsin",55055,185797,201017,208846,217444,228643
3047,"Juneau County,  Wisconsin",55057,127246,126134,130502,130882,137623
3048,"Lafayette County,  Wisconsin",55065,135089,132961,141544,145656,153158
3049,"Langlade County,  Wisconsin",55067,119511,111536,119040,118501,124605
3050,"Lincoln County,  Wisconsin",55069,144458,142308,147012,145344,152829
3051,"Manitowoc County,  Wisconsin",55071,136824,129285,136601,145968,153486
3052,"Marinette County,  Wisconsin",55075,120382,122458,123141,128801,135435
3053,"Marquette County,  Wisconsin",55077,157423,151235,158054,161574,169895
3054,"Menominee County,  Wisconsin",55078,90967,89691,108629,105913,111368
3055,"Monroe County,  Wisconsin",55081,147400,151340,157107,161262,169567
3056,"Oneida County,  Wisconsin",55085,177141,173290,176457,181134,190463
3057,"Pepin County,  Wisconsin",55091,154481,151025,156371,157725,165848
3058,"Polk County,  Wisconsin",55095,168971,166253,173197,176556,185649
3059,"Portage County,  Wisconsin",55097,169862,170139,187919,187584,197245
3060,"Price County,  Wisconsin",55099,127137,126029,129030,127449,134013
3061,"Richland County,  Wisconsin",55103,135308,141153,143857,145552,153048
3062,"Rusk County,  Wisconsin",55107,114608,111640,116095,117981,124058
3063,"Sauk County,  Wisconsin",55111,181608,181167,183502,189561,199324
3064,"Sawyer County,  Wisconsin",55113,174745,169824,173197,175203,184227
3065,"Shawano County,  Wisconsin",55115,143260,142623,143647,142223,149547
3066,"Taylor County,  Wisconsin",55119,138576,135796,138705,143367,150751
3067,"Trempealeau County,  Wisconsin",55121,153392,154385,159211,162302,170662
3068,"Vernon County,  Wisconsin",55123,153501,156381,160157,163551,171975
3069,"Vilas County,  Wisconsin",55125,212330,216876,217574,211097,221970
3070,"Walworth County,  Wisconsin",55127,200457,213725,215576,231073,242974
3071,"Washburn County,  Wisconsin",55129,156443,154385,160578,163759,172193
3072,"Waupaca County,  Wisconsin",55135,149579,149450,153111,155956,163988
3073,"Waushara County,  Wisconsin",55137,149579,147559,150482,152003,159831
3074,"Wood County,  Wisconsin",55141,135550,142308,136076,136292,143312
3075,"Rock County,  Wisconsin",55105,147545,152673,161240,171164,181214
3076,"Calumet County,  Wisconsin",55015,182549,179200,179911,187624,196366
3077,"Outagamie County,  Wisconsin",55087,168950,179413,182820,191400,200318
3078,"Brown County,  Wisconsin",55009,174185,183448,189209,204047,214852
3079,"Kewaunee County,  Wisconsin",55061,166960,164934,165400,171583,180668
3080,"Oconto County,  Wisconsin",55083,170117,165780,162883,163363,172013
3081,"La Crosse County,  Wisconsin",55063,173221,181394,193098,202421,211291
3082,"Kenosha County,  Wisconsin",55059,175687,181536,187147,207512,215741
3083,"Milwaukee County,  Wisconsin",55079,161973,165531,169198,177282,185815
3084,"Ozaukee County,  Wisconsin",55089,269239,307025,307075,316746,331992
3085,"Washington County,  Wisconsin",55131,235960,244924,251300,272870,286004
3086,"Waukesha County,  Wisconsin",55133,281516,294373,302288,316224,331445
3087,"Fond du Lac County,  Wisconsin",55039,154413,158519,168286,178693,187760
3088,"Douglas County,  Wisconsin",55031,147378,146003,150598,152547,160008
3089,"Columbia County,  Wisconsin",55021,202314,191137,194972,200611,210524
3090,"Dane County,  Wisconsin",55025,264879,279436,286933,305857,320971
3091,"Iowa County,  Wisconsin",55049,188464,182222,181939,190524,199938
3092,"Pierce County,  Wisconsin",55093,231668,206416,207079,218380,229687
3093,"St. Croix County,  Wisconsin",55109,238326,265361,273973,282732,297372
3094,"Winnebago County,  Wisconsin",55139,155234,168088,156426,171694,180985
3095,"Chippewa County,  Wisconsin",55017,170742,165358,166304,177928,187625
3096,"Eau Claire County,  Wisconsin",55035,167957,181905,184922,205244,216430
3097,"Natrona County,  Wyoming",56025,197615,210825,224582,233827,241046
3098,"Albany County,  Wyoming",56001,234005,232146,238008,242507,254547
3099,"Big Horn County,  Wyoming",56003,153115,158130,162169,168620,176991
3100,"Campbell County,  Wyoming",56005,229782,222673,230980,229815,241224
3101,"Carbon County,  Wyoming",56007,158313,165105,173812,180488,189448
3102,"Converse County,  Wyoming",56009,206068,205288,218078,213304,223893
3103,"Crook County,  Wyoming",56011,222852,227982,230980,232498,244040
3104,"Fremont County,  Wyoming",56013,201953,197480,203603,202674,212736
3105,"Goshen County,  Wyoming",56015,161020,161253,176435,179559,188473
3106,"Hot Springs County,  Wyoming",56017,164161,153758,159232,152006,159552
3107,"Johnson County,  Wyoming",56019,246567,265667,270421,260980,273935
3108,"Lincoln County,  Wyoming",56023,218412,214345,243043,254272,266895
3109,"Niobrara County,  Wyoming",56027,170983,158754,151994,161293,169300
3110,"Park County,  Wyoming",56029,239636,245888,267274,277078,290833
